ID,RegistrationDate,Deposit,UpsellDate,AccessoryRate,PaymentMethod,rateTypeEntity,RatePerUnit,DaysOnDeposit,MainApplicantGender,Age,Region,Town,Occupation,SupplierName,Term,TotalContractValue,ExpectedTermDate,FirstPaymentDate,LastPaymentDate
ID_73NRUDI,2018-04-17 12:23:05,2500,,0.0,FINANCED,DAILY,55,3,Female,,North Rift,Nandi,Farmer,d_light,556,33080.0,2019-10-25 12:23:05,2018-04-17 12:23:07,2020-09-14 13:08:27
ID_3K5WQ4L,2018-04-11 16:38:44,2999,2018-04-11 00:00:00,40.0,FINANCED,DAILY,55,3,Male,42.0,South Rift,Nakuru,Other,d_light,568,56964.0,2019-10-31 16:38:44,2018-04-11 16:38:47,2019-10-29 17:11:24
ID_NHI7YLU,2017-08-03 07:43:25,2000,,0.0,FINANCED,DAILY,40,7,Male,32.0,Nyanza,Homa Bay,Driver/Motorbike Rider,d_light,364,16560.0,2018-08-02 07:43:25,2017-08-03 07:43:15,2018-12-16 22:57:26
ID_P5B4OZC,2018-04-10 17:06:44,2500,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kilifi,Business,d_light,556,33080.0,2019-10-18 17:06:44,2018-04-10 17:06:45,2020-03-25 15:56:29
ID_GUD3K07,2018-04-09 09:37:04,2999,2018-04-09 00:00:00,40.0,FINANCED,DAILY,55,3,Male,,Western,Busia,Business,d_light,568,56964.0,2019-10-29 09:37:04,2018-04-09 09:37:04,2021-02-09 16:53:06
ID_NQON7UL,2017-10-05 14:11:22,2000,,0.0,FINANCED,DAILY,40,7,Male,25.0,,UNKNOWN,Farmer,d_light,364,16560.0,2018-10-04 14:11:22,2017-10-05 14:10:31,2021-05-18 12:58:00
ID_4178U2B,2018-04-19 09:55:23,2999,2018-04-19 00:00:00,80.0,FINANCED,DAILY,55,3,Male,,Nyanza,Kisii,Teacher,d_light,399,56964.0,2019-05-23 09:55:23,2018-04-19 09:55:24,2019-11-15 04:55:53
ID_GNBUXU6,2018-03-28 17:14:29,2500,,0.0,FINANCED,DAILY,55,3,Male,,North Rift,West Pokot,Business,d_light,556,33080.0,2019-10-05 17:14:29,2018-03-28 17:14:29,2021-05-10 17:05:43
ID_QMD6A0S,2018-04-30 10:51:07,2500,,0.0,FINANCED,DAILY,55,3,Male,56.0,Western,Bungoma,Labourer,d_light,556,33080.0,2019-11-07 10:51:07,2018-04-30 10:51:08,2019-12-27 17:03:46
ID_VZK5PME,2018-03-08 13:46:00,2999,,0.0,FINANCED,DAILY,55,3,Female,58.0,Western,Kakamega,Teacher,d_light,547,33084.0,2019-09-06 13:46:00,2018-03-08 13:46:01,2020-03-14 09:51:51
ID_4OZOATP,2020-02-04 12:50:50,2400,,0.0,FINANCED,DAILY,50,3,Female,20.0,North Rift,Nandi,Other,d_light,240,14400.0,2020-10-01 12:50:50,2020-02-04 12:50:54,2020-12-21 13:52:22
ID_FVWFYV0,2018-02-13 15:54:13,2999,,0.0,FINANCED,DAILY,55,3,Female,45.0,Coast Region,Mombasa,Farmer,d_light,547,33084.0,2019-08-14 15:54:13,2018-02-13 15:55:17,2020-08-29 13:07:34
ID_MOP0XED,2017-10-09 17:51:46,2000,,0.0,FINANCED,DAILY,40,7,Male,,Nyanza,Kisii,Farmer,d_light,364,16560.0,2018-10-08 17:51:46,2017-10-09 17:50:43,2020-01-31 17:52:56
ID_7VS0FF3,2017-08-14 12:49:28,2000,,0.0,FINANCED,DAILY,40,7,Male,32.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-08-13 12:49:28,2017-08-14 12:49:30,2020-01-25 15:16:53
ID_IBTCHIF,2017-10-29 15:14:38,2000,,0.0,FINANCED,DAILY,40,7,Male,27.0,Mount Kenya Region,Meru,Farmer,d_light,364,16560.0,2018-10-28 15:14:38,2017-10-29 15:14:20,2020-08-29 13:20:26
ID_KSNORMX,2018-03-23 14:56:55,2999,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kilifi,Farmer,d_light,547,33084.0,2019-09-21 14:56:55,2018-03-23 14:56:58,2020-03-02 14:30:12
ID_7LCSNQZ,2020-02-06 16:42:08,2400,,0.0,FINANCED,DAILY,50,3,Female,38.0,North Rift,Nandi,Labourer,d_light,240,14400.0,2020-10-03 16:42:08,2020-02-06 16:42:14,2021-05-26 05:23:29
ID_I26HAI5,2018-02-16 11:22:36,2000,,0.0,FINANCED,DAILY,40,7,Female,32.0,Nairobi Region,Kajiado,Business,d_light,364,16560.0,2019-02-15 11:22:36,2018-02-16 11:22:43,2019-02-23 18:56:39
ID_PS1KE54,2020-01-11 14:06:54,2000,,0.0,FINANCED,DAILY,40,3,Male,,South Rift,Narok,Business,d_light,270,12800.0,2020-10-07 14:06:54,2020-01-11 14:07:02,2021-05-22 16:56:36
ID_BSIEDIU,2017-10-23 10:33:24,2000,,0.0,FINANCED,DAILY,40,7,Male,43.0,,UNKNOWN,Driver/Motorbike Rider,d_light,364,16560.0,2018-10-22 10:33:24,2017-10-23 10:33:38,2020-12-22 20:22:34
ID_TV82ZKP,2020-01-24 15:17:32,2000,,0.0,FINANCED,DAILY,40,3,Male,57.0,North Rift,Elgeyo/Marakwet,Farmer,d_light,270,12800.0,2020-10-20 15:17:32,2020-01-24 15:17:38,2021-03-07 14:41:51
ID_FCFIWJB,2020-01-30 12:30:17,2000,,0.0,FINANCED,DAILY,40,3,Male,30.0,Nyanza,Homa Bay,Labourer,d_light,270,12800.0,2020-10-26 12:30:17,2020-01-30 12:30:24,2021-05-25 17:08:39
ID_XO2VIII,2017-09-18 12:18:32,2000,,0.0,FINANCED,DAILY,40,7,Male,57.0,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-09-17 12:18:32,2017-09-18 12:18:59,2018-09-03 10:52:04
ID_WHTAYPA,2018-02-06 14:07:34,2999,,0.0,FINANCED,DAILY,55,3,Male,29.0,Coast Region,Kilifi,Farmer,d_light,547,33084.0,2019-08-07 14:07:34,2018-02-06 14:07:36,2021-04-07 17:03:21
ID_46S3N0I,2017-08-02 12:23:54,2000,,0.0,FINANCED,DAILY,40,7,Female,47.0,Coast Region,Lamu,Business,d_light,364,16560.0,2018-08-01 12:23:54,2017-08-02 12:23:53,2018-07-01 09:38:26
ID_K3TOLHW,2018-01-25 14:17:28,2999,,0.0,FINANCED,DAILY,55,3,Female,51.0,Western,Kakamega,Farmer,d_light,547,33084.0,2019-07-26 14:17:28,2018-01-25 14:17:51,2021-05-24 07:33:55
ID_YLH0CJA,2017-11-07 16:46:33,2000,,0.0,FINANCED,DAILY,40,7,Female,46.0,,UNKNOWN,Farmer,d_light,364,16560.0,2018-11-06 16:46:33,2017-11-07 16:46:35,2020-09-02 20:41:23
ID_YGJZW50,2020-01-14 11:23:20,2000,,0.0,FINANCED,DAILY,40,3,Male,45.0,North Rift,Nandi,Other,d_light,270,12800.0,2020-10-10 11:23:20,2020-01-14 11:23:26,2021-05-26 15:03:29
ID_BYIRX9M,2017-07-13 12:01:19,2000,,0.0,FINANCED,DAILY,40,7,Female,36.0,Nairobi Region,Machakos,Business,d_light,364,16560.0,2018-07-12 12:01:19,2017-07-13 12:01:16,2020-08-21 17:56:45
ID_H591385,2020-01-28 10:24:09,2000,,0.0,FINANCED,DAILY,40,3,Male,24.0,Coast Region,Taita/Taveta,Labourer,d_light,270,12800.0,2020-10-24 10:24:09,2020-01-28 10:24:13,2020-11-16 22:46:29
ID_HKP6W9C,2018-04-28 16:18:21,2500,,0.0,FINANCED,DAILY,55,3,Male,,Nyanza,Siaya,Other,d_light,556,33080.0,2019-11-05 16:18:21,2018-04-28 16:18:24,2021-05-21 16:19:28
ID_96REI6V,2020-01-27 16:10:40,2000,,0.0,FINANCED,DAILY,40,3,Male,40.0,South Rift,Nakuru,Farmer,d_light,270,12800.0,2020-10-23 16:10:40,2020-01-27 16:10:43,2021-05-20 04:51:35
ID_VMHT5A3,2020-01-19 16:40:06,2000,,0.0,FINANCED,DAILY,40,3,Male,24.0,Mount Kenya Region,Tharaka-Nithi,Business,d_light,270,12800.0,2020-10-15 16:40:06,2020-01-19 16:40:15,2020-12-04 17:05:56
ID_JPGJNTX,2018-02-02 07:32:34,2999,,0.0,FINANCED,DAILY,55,3,Female,33.0,Coast Region,Tana River,Labourer,d_light,547,33084.0,2019-08-03 07:32:34,2018-02-02 07:32:56,2021-05-14 19:22:44
ID_TLIW39P,2018-04-24 11:23:36,2500,,0.0,FINANCED,DAILY,55,3,Female,,South Rift,Nakuru,Farmer,d_light,556,33080.0,2019-11-01 11:23:36,2018-04-24 11:23:36,2021-03-20 07:54:15
ID_37A32DM,2020-02-16 15:41:11,2400,,0.0,FINANCED,DAILY,50,3,Male,49.0,Coast Region,Kilifi,Farmer,d_light,240,14400.0,2020-10-13 15:41:11,2020-02-16 15:41:20,2021-03-01 12:08:55
ID_UP4AFPW,2018-01-21 14:53:39,2999,,0.0,FINANCED,DAILY,55,3,Female,,Western,Bungoma,Farmer,d_light,547,33084.0,2019-07-22 14:53:39,2018-01-21 14:53:36,2019-12-02 09:18:33
ID_CD8ZNQ4,2020-02-13 11:49:43,2280,,0.0,FINANCED,WEEKLY,280,10,Male,28.0,Nyanza,Nyamira,Business,d_light,37,12800.0,2020-03-21 11:49:43,2020-02-13 11:49:50,2021-05-10 13:35:53
ID_PQGXAGK,2017-07-08 05:30:01,2000,,0.0,FINANCED,DAILY,40,7,Female,26.0,South Rift,Bomet,Business,d_light,364,16560.0,2018-07-07 05:30:01,2017-07-08 05:17:57,2018-11-10 16:10:42
ID_UM5ZXY9,2020-01-07 12:53:39,2000,,0.0,FINANCED,DAILY,40,3,Female,40.0,North Rift,Nandi,Business,d_light,270,12800.0,2020-10-03 12:53:39,2020-01-07 12:53:43,2021-04-07 05:05:51
ID_JR7Y0ZA,2020-01-08 08:35:52,2000,,0.0,FINANCED,DAILY,40,3,Female,27.0,Nyanza,Kisumu,Business,d_light,270,12800.0,2020-10-04 08:35:52,2020-01-08 08:35:57,2021-02-24 15:17:06
ID_O1CUX6V,2020-01-13 15:22:25,2000,,0.0,FINANCED,DAILY,40,3,Female,39.0,North Rift,Nandi,Labourer,d_light,270,12800.0,2020-10-09 15:22:25,2020-01-13 15:22:30,2021-05-23 14:10:50
ID_SYAUOEC,2020-01-16 10:39:27,3000,,0.0,FINANCED,DAILY,40,3,Female,28.0,Coast Region,Kilifi,Other,d_light,340,16600.0,2020-12-21 10:39:27,2020-01-16 10:39:33,2021-05-03 11:21:54
ID_LNIE1N9,2018-03-01 08:41:10,2999,,0.0,FINANCED,DAILY,55,3,Female,,Nyanza,Kisii,Farmer,d_light,547,33084.0,2019-08-30 08:41:10,2018-03-01 08:41:13,2021-05-04 17:53:55
ID_WNCR9QZ,2018-04-10 06:26:23,2500,,0.0,FINANCED,DAILY,55,3,Male,39.0,Coast Region,Mombasa,Other,d_light,556,33080.0,2019-10-18 06:26:23,2018-04-10 06:26:24,2020-02-25 16:34:24
ID_BYJMAJR,2017-08-23 09:01:57,2000,,0.0,FINANCED,DAILY,40,7,Female,28.0,Nyanza,Homa Bay,Farmer,d_light,364,16560.0,2018-08-22 09:01:57,2017-08-23 09:01:53,2019-08-05 15:41:14
ID_WJBO79E,2018-03-03 06:36:56,2999,,0.0,FINANCED,DAILY,55,3,Male,,South Rift,Narok,Business,d_light,547,33084.0,2019-09-01 06:36:56,2018-03-03 06:36:59,2019-04-14 11:22:16
ID_8DRFR8U,2020-01-22 18:17:47,2000,,0.0,FINANCED,DAILY,40,3,Male,22.0,Western,Kakamega,Driver/Motorbike Rider,d_light,270,12800.0,2020-10-18 18:17:47,2020-01-22 18:17:53,2021-05-17 15:42:56
ID_D7PX75A,2017-09-08 10:58:57,2000,,0.0,FINANCED,DAILY,40,7,Male,49.0,North Rift,Baringo,Teacher,d_light,364,16560.0,2018-09-07 10:58:57,2017-09-08 10:59:47,2020-08-24 19:09:13
ID_B3GO94H,2018-04-24 14:49:10,2999,2018-04-24 00:00:00,40.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Other,d_light,568,56964.0,2019-11-13 14:49:10,2018-04-24 14:49:10,2020-09-11 18:03:14
ID_G781P1N,2020-02-04 11:13:28,2400,,0.0,FINANCED,DAILY,50,3,Male,25.0,Nyanza,Siaya,Business,d_light,240,14400.0,2020-10-01 11:13:28,2020-02-04 11:13:33,2021-01-25 19:20:21
ID_GVS2K3B,2018-04-11 13:14:49,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kilifi,Teacher,d_light,556,33080.0,2019-10-19 13:14:49,2018-04-11 13:14:50,2020-05-30 15:40:24
ID_YGGD2T0,2017-08-12 13:57:07,2000,,0.0,FINANCED,DAILY,40,7,Female,42.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-08-11 13:57:07,2017-08-12 13:56:47,2018-10-02 15:03:11
ID_YFI0RDY,2017-11-24 04:32:59,2000,,0.0,FINANCED,DAILY,40,7,Male,36.0,Mount Kenya Region,Meru,Business,d_light,364,16560.0,2018-11-23 04:32:59,2017-11-24 04:32:57,2019-03-07 21:10:58
ID_X813C6K,2020-02-16 17:22:18,2400,,0.0,FINANCED,DAILY,50,3,Male,32.0,Nyanza,Siaya,Driver/Motorbike Rider,d_light,240,14400.0,2020-10-13 17:22:18,2020-02-16 17:22:28,2020-12-15 15:11:11
ID_0IJ8O5S,2018-01-25 07:44:50,2999,,0.0,FINANCED,DAILY,55,3,Female,37.0,Nyanza,Kisii,Business,d_light,547,33084.0,2019-07-26 07:44:50,2018-01-25 07:44:58,2021-05-16 15:57:18
ID_KNPBXQM,2018-02-20 07:00:40,2999,,0.0,FINANCED,DAILY,55,3,Male,68.0,Nyanza,Kisii,Farmer,d_light,547,33084.0,2019-08-21 07:00:40,2018-02-20 07:01:13,2021-05-15 16:32:30
ID_E1JGX9O,2020-01-14 09:13:51,2000,,0.0,FINANCED,DAILY,40,3,Male,36.0,Nyanza,Siaya,Farmer,d_light,270,12800.0,2020-10-10 09:13:51,2020-01-14 09:13:56,2020-11-24 18:23:52
ID_UEOGYGS,2018-04-11 08:48:01,2500,,0.0,FINANCED,DAILY,55,3,Male,,Mount Kenya Region,Meru,Business,d_light,556,33080.0,2019-10-19 08:48:01,2018-04-11 08:48:03,2019-12-13 06:55:52
ID_OUV8EOU,2018-02-13 16:45:04,2000,,0.0,FINANCED,DAILY,40,7,Male,60.0,Western,Bungoma,Other,d_light,364,16560.0,2019-02-12 16:45:04,2018-02-13 16:45:29,2021-03-21 11:20:10
ID_QZVIW12,2018-02-26 09:39:54,2999,,0.0,FINANCED,DAILY,55,3,Female,30.0,Coast Region,Lamu,Other,d_light,547,33084.0,2019-08-27 09:39:54,2018-02-26 09:40:03,2019-10-11 15:02:40
ID_FAERTLL,2018-01-26 12:38:08,2000,,0.0,FINANCED,DAILY,40,7,Male,37.0,Coast Region,Mombasa,Labourer,d_light,364,16560.0,2019-01-25 12:38:08,2018-01-26 12:38:35,2019-08-04 16:02:21
ID_T58RFZ2,2017-12-19 14:19:19,2000,,0.0,FINANCED,DAILY,40,7,Male,60.0,Nairobi Region,Machakos,Business,d_light,364,16560.0,2018-12-18 14:19:19,2017-12-19 14:19:23,2019-02-10 16:43:35
ID_T15Q62P,2017-08-30 12:24:02,2000,,0.0,FINANCED,DAILY,40,7,Female,58.0,Nairobi Region,Kitui,Other,d_light,364,16560.0,2018-08-29 12:24:02,2017-08-30 12:24:05,2020-03-13 08:41:11
ID_7TMIPG6,2017-08-23 10:30:13,2000,,0.0,FINANCED,DAILY,40,7,Male,39.0,North Rift,Nandi,Farmer,d_light,364,16560.0,2018-08-22 10:30:13,2017-08-23 10:30:10,2019-01-08 14:02:56
ID_1VLCWHS,2018-02-15 05:41:57,2999,,0.0,FINANCED,DAILY,55,3,Male,32.0,,UNKNOWN,Other,d_light,547,33084.0,2019-08-16 05:41:57,2018-02-15 05:42:45,2020-11-17 12:24:39
ID_WGHOJMS,2020-01-10 14:13:28,2000,,0.0,FINANCED,DAILY,40,3,Male,33.0,Coast Region,Mombasa,Driver/Motorbike Rider,d_light,270,12800.0,2020-10-06 14:13:28,2020-01-10 14:13:35,2021-01-17 08:25:48
ID_972AK6U,2018-03-20 13:17:28,2999,,0.0,FINANCED,DAILY,55,3,Female,,North Rift,Baringo,Labourer,d_light,547,33084.0,2019-09-18 13:17:28,2018-03-20 13:17:29,2021-05-26 14:50:35
ID_9ESZB5C,2018-01-25 16:27:14,2000,,0.0,FINANCED,DAILY,40,7,Male,37.0,Nairobi Region,Kajiado,Teacher,d_light,364,16560.0,2019-01-24 16:27:14,2018-01-25 16:27:45,2019-10-19 16:34:03
ID_81WN68Q,2017-07-17 07:53:12,2000,,0.0,FINANCED,DAILY,40,7,Female,37.0,Nairobi Region,Machakos,Farmer,d_light,364,16560.0,2018-07-16 07:53:12,2017-07-17 07:53:20,2018-10-28 15:56:18
ID_AMDHR0W,2020-01-21 12:16:53,2000,,0.0,FINANCED,DAILY,40,3,Male,,North Rift,Turkana,Business,d_light,270,12800.0,2020-10-17 12:16:53,2020-01-21 12:16:58,2021-01-06 12:07:18
ID_4UI5B5D,2017-11-20 15:21:42,2000,,0.0,FINANCED,DAILY,40,7,Female,26.0,Mount Kenya Region,Meru,Farmer,d_light,364,16560.0,2018-11-19 15:21:42,2017-11-20 15:21:46,2020-03-06 17:04:57
ID_RABTRTY,2018-01-28 17:28:07,2999,,0.0,FINANCED,DAILY,55,3,Male,36.0,South Rift,Bomet,Farmer,d_light,547,33084.0,2019-07-29 17:28:07,2018-01-28 17:28:17,2021-05-23 18:03:48
ID_915GWJ6,2017-07-18 14:39:11,2000,,0.0,FINANCED,DAILY,40,7,Male,48.0,Western,Bungoma,Other,d_light,364,16560.0,2018-07-17 14:39:11,2017-07-18 14:39:17,2018-08-10 11:16:30
ID_N1ZM6GH,2017-10-24 07:13:49,2000,,0.0,FINANCED,DAILY,40,7,Male,48.0,Nyanza,Kisii,Government Employee,d_light,364,16560.0,2018-10-23 07:13:49,2017-10-24 07:13:51,2020-05-24 15:34:10
ID_USXY5SE,2017-08-22 10:54:31,2000,,0.0,FINANCED,DAILY,40,7,Male,37.0,,UNKNOWN,Business,d_light,364,16560.0,2018-08-21 10:54:31,2017-08-22 10:55:06,2021-03-08 18:30:37
ID_RRNJMT8,2018-04-05 06:58:56,2500,,0.0,FINANCED,DAILY,55,3,Male,,Mount Kenya Region,Wajir,Business,d_light,556,33080.0,2019-10-13 06:58:56,2018-04-05 06:58:58,2019-09-17 15:45:44
ID_WM3TP8X,2018-02-02 16:30:12,2999,,0.0,FINANCED,DAILY,55,3,Female,34.0,Mount Kenya Region,Meru,Business,d_light,547,33084.0,2019-08-03 16:30:12,2018-02-02 16:30:22,2020-04-17 15:47:32
ID_S4NINE2,2017-09-16 14:25:55,2000,,0.0,FINANCED,DAILY,40,7,Male,34.0,Nyanza,Siaya,Labourer,d_light,364,16560.0,2018-09-15 14:25:55,2017-09-16 14:25:40,2019-06-30 14:47:40
ID_92B4OO9,2020-01-21 10:20:50,2000,,0.0,FINANCED,DAILY,40,3,Male,22.0,South Rift,Kericho,Farmer,d_light,270,12800.0,2020-10-17 10:20:50,2020-01-21 10:20:54,2021-03-12 18:18:16
ID_1VWP9O5,2017-09-18 07:22:19,2000,,0.0,FINANCED,DAILY,40,7,Male,52.0,Western,Bungoma,Farmer,d_light,364,16560.0,2018-09-17 07:22:19,2017-09-18 07:22:30,2018-09-18 16:40:26
ID_GWC0LW9,2018-04-05 15:07:32,2500,,0.0,FINANCED,DAILY,55,3,Male,27.0,North Rift,Baringo,Labourer,d_light,556,33080.0,2019-10-13 15:07:32,2018-04-05 15:07:33,2020-03-02 15:49:18
ID_O641M9X,2018-04-16 17:33:37,2500,,0.0,FINANCED,DAILY,55,3,Female,,Mount Kenya Region,Meru,Business,d_light,556,33080.0,2019-10-24 17:33:37,2018-04-16 17:33:39,2020-04-18 17:16:15
ID_YKPNOJ7,2018-03-15 13:55:34,2999,,0.0,FINANCED,DAILY,55,3,Male,,,UNKNOWN,Farmer,d_light,547,33084.0,2019-09-13 13:55:34,2018-03-15 13:55:37,2020-09-24 16:03:45
ID_9BRQ4GC,2020-02-04 15:56:38,2400,,0.0,FINANCED,DAILY,50,3,Female,47.0,South Rift,Bomet,Farmer,d_light,240,14400.0,2020-10-01 15:56:38,2020-02-04 15:56:43,2021-01-19 07:07:15
ID_A2LDISF,2017-07-07 16:28:27,2000,,0.0,FINANCED,DAILY,40,7,Male,42.0,,UNKNOWN,Business,d_light,364,16560.0,2018-07-06 16:28:27,2017-07-07 16:16:25,2021-04-22 15:31:32
ID_1ZLJ8LZ,2018-04-19 10:07:12,2500,,0.0,FINANCED,DAILY,55,3,Male,28.0,South Rift,Narok,Labourer,d_light,556,33080.0,2019-10-27 10:07:12,2018-04-19 10:07:13,2019-10-31 19:21:11
ID_A2JF9DN,2020-01-11 09:14:13,2000,,0.0,FINANCED,DAILY,40,3,Male,36.0,Nyanza,Kisumu,Business,d_light,270,12800.0,2020-10-07 09:14:13,2020-01-11 09:14:21,2021-03-12 18:17:16
ID_3JFP94J,2017-10-19 09:34:27,2000,,0.0,FINANCED,DAILY,40,7,Female,29.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-10-18 09:34:27,2017-10-19 09:34:29,2020-11-23 12:13:20
ID_15HI82S,2017-11-06 16:21:31,2000,,0.0,FINANCED,DAILY,40,7,Female,66.0,South Rift,Kericho,Farmer,d_light,364,16560.0,2018-11-05 16:21:31,2017-11-06 16:22:51,2020-07-23 08:30:10
ID_DNG9263,2018-04-24 11:32:47,2500,,0.0,FINANCED,DAILY,55,3,Male,,Mount Kenya Region,Embu,Other,d_light,556,33080.0,2019-11-01 11:32:47,2018-04-24 11:32:48,2020-02-16 16:53:41
ID_BG88ONZ,2017-07-08 15:31:43,2000,,0.0,FINANCED,DAILY,40,7,Male,29.0,South Rift,Kericho,Labourer,d_light,364,16560.0,2018-07-07 15:31:43,2017-07-08 15:20:16,2019-10-06 13:49:06
ID_2GNQOPI,2020-01-31 11:38:16,2000,,0.0,FINANCED,DAILY,40,3,Male,23.0,Nyanza,Kisumu,Farmer,d_light,270,12800.0,2020-10-27 11:38:16,2020-01-31 11:38:23,2020-12-04 12:44:11
ID_L9DXVOU,2017-08-28 12:56:13,2000,,0.0,FINANCED,DAILY,40,7,Male,34.0,North Rift,Baringo,Teacher,d_light,364,16560.0,2018-08-27 12:56:13,2017-08-28 12:56:25,2018-07-27 04:28:03
ID_2OI689D,2018-03-17 15:58:04,2999,,0.0,FINANCED,DAILY,55,3,Male,43.0,Nyanza,Homa Bay,Farmer,d_light,547,33084.0,2019-09-15 15:58:04,2018-03-17 15:58:08,2020-02-07 17:39:04
ID_95QXCO8,2017-07-15 16:49:52,2000,,0.0,FINANCED,DAILY,40,7,Female,29.0,Nyanza,Siaya,Business,d_light,364,16560.0,2018-07-14 16:49:52,2017-07-15 16:49:46,2020-06-24 09:25:11
ID_PJNEK0Z,2018-03-08 12:56:54,2999,,0.0,FINANCED,DAILY,55,3,Male,,Mount Kenya Region,Isiolo,Business,d_light,547,33084.0,2019-09-06 12:56:54,2018-03-08 12:56:55,2020-07-21 16:34:58
ID_NSLUOZW,2018-04-17 11:10:25,2500,,0.0,FINANCED,DAILY,55,3,Male,,Coast Region,Kwale,Farmer,d_light,556,33080.0,2019-10-25 11:10:25,2018-04-17 11:10:26,2020-04-16 16:36:08
ID_USWH1HT,2018-04-09 17:38:54,2500,,0.0,FINANCED,DAILY,55,3,Male,41.0,South Rift,Narok,Other,d_light,556,33080.0,2019-10-17 17:38:54,2018-04-09 17:38:55,2021-05-23 16:07:55
ID_54JUIKA,2018-02-28 16:35:44,2999,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kilifi,Teacher,d_light,547,33084.0,2019-08-29 16:35:44,2018-02-28 16:35:45,2019-09-13 05:40:15
ID_BW7N7HA,2017-08-10 15:34:39,2000,,0.0,FINANCED,DAILY,40,7,Male,26.0,Nairobi Region,Kitui,Business,d_light,364,16560.0,2018-08-09 15:34:39,2017-08-10 15:34:36,2021-01-28 16:07:19
ID_0HQWTGK,2017-09-30 17:00:44,2000,,0.0,FINANCED,DAILY,40,7,Female,34.0,,UNKNOWN,Farmer,d_light,364,16560.0,2018-09-29 17:00:44,2017-09-30 17:00:35,2020-09-02 20:41:50
ID_U676HE7,2018-04-11 16:15:54,2500,,0.0,FINANCED,DAILY,55,3,Female,,Nyanza,Kisumu,Teacher,d_light,556,33080.0,2019-10-19 16:15:54,2018-04-11 16:15:57,2020-03-23 06:05:12
ID_2U8IB7U,2020-02-02 09:01:49,2400,,0.0,FINANCED,DAILY,50,3,Male,39.0,Mount Kenya Region,Meru,Farmer,d_light,240,14400.0,2020-09-29 09:01:49,2020-02-02 09:01:57,2021-05-25 14:16:08
ID_ZF3CRRY,2020-02-02 15:28:04,2400,,0.0,FINANCED,DAILY,50,3,Male,,Coast Region,Taita/Taveta,Farmer,d_light,240,14400.0,2020-09-29 15:28:04,2020-02-02 15:28:13,2021-01-06 19:15:54
ID_X98JH6U,2020-01-14 13:45:23,2000,,0.0,FINANCED,DAILY,40,3,Male,47.0,Nairobi Region,Kitui,Teacher,d_light,270,12800.0,2020-10-10 13:45:23,2020-01-14 13:45:31,2021-05-19 03:20:25
ID_AHGAXG5,2017-09-01 16:57:53,2000,,0.0,FINANCED,DAILY,40,7,Male,43.0,North Rift,Baringo,Teacher,d_light,364,16560.0,2018-08-31 16:57:53,2017-09-01 16:57:45,2020-07-23 16:13:42
ID_1VMN2AA,2018-01-20 11:53:58,2999,,0.0,FINANCED,DAILY,55,3,Female,42.0,Mount Kenya Region,Tharaka-Nithi,Other,d_light,547,33084.0,2019-07-21 11:53:58,2018-01-20 11:53:53,2019-07-10 06:14:47
ID_7SA44TF,2017-07-11 10:57:31,2000,,0.0,FINANCED,DAILY,40,7,Female,35.0,South Rift,Narok,Business,d_light,364,16560.0,2018-07-10 10:57:31,2017-07-11 10:45:22,2018-12-02 17:14:50
ID_J072Z2T,2017-08-28 09:48:38,2000,,0.0,FINANCED,DAILY,40,7,Male,32.0,South Rift,Nakuru,Government Employee,d_light,364,16560.0,2018-08-27 09:48:38,2017-08-28 09:49:11,2019-07-29 17:27:54
ID_UBBK9P3,2020-01-24 12:23:31,2000,,0.0,FINANCED,DAILY,40,3,Male,70.0,Western,Busia,Other,d_light,270,12800.0,2020-10-20 12:23:31,2020-01-24 12:23:38,2021-05-23 12:18:38
ID_Q9BFDD2,2018-03-04 16:02:40,2999,,0.0,FINANCED,DAILY,55,3,Female,,Nyanza,Siaya,Farmer,d_light,547,33084.0,2019-09-02 16:02:40,2018-03-04 16:02:43,2019-08-05 17:50:17
ID_UZAFJ8S,2020-01-11 15:18:20,2000,,0.0,FINANCED,DAILY,40,3,Female,29.0,Nyanza,Siaya,Other,d_light,270,12800.0,2020-10-07 15:18:20,2020-01-11 15:18:28,2020-12-14 06:38:08
ID_Q4PMYWQ,2017-09-10 12:51:52,2000,,0.0,FINANCED,DAILY,40,7,Male,36.0,Nyanza,Kisumu,Driver/Motorbike Rider,d_light,364,16560.0,2018-09-09 12:51:52,2017-09-10 12:51:40,2020-12-22 19:13:53
ID_0ES1OXS,2018-04-28 12:25:16,2500,,0.0,FINANCED,DAILY,55,3,Female,,Coast Region,Kwale,Business,d_light,556,33080.0,2019-11-05 12:25:16,2018-04-28 12:25:20,2020-07-16 19:28:51
ID_GSMR55U,2020-01-23 06:59:31,2000,,0.0,FINANCED,DAILY,40,3,Female,37.0,North Rift,Trans Nzoia,Business,d_light,270,12800.0,2020-10-19 06:59:31,2020-01-23 06:59:37,2021-05-17 17:34:09
